car_no,CAR BRAND NAME,car_status,listed,First Listing Date,Sale date,Days
Car No-868,Brand-C,Sold,TRUE,2021-03-16,2021-04-25,40
Car No-869,Brand-I,Sold,TRUE,2021-03-20,2021-04-09,20
Car No-870,Brand-B,Not Sold,TRUE,2021-03-25,,
Car No-871,Brand-B,Not Sold,TRUE,2021-03-30,,
Car No-872,Brand-B,Not Sold,TRUE,2021-04-02,,
Car No-873,Brand-O,Sold,TRUE,2021-04-07,2021-05-10,33
Car No-874,Brand-C,Sold,TRUE,2021-04-10,2021-05-20,40
Car No-875,Brand-I,Not Sold,TRUE,2021-04-15,,
Car No-876,Brand-L,Not Sold,TRUE,2021-04-21,,
Car No-877,Brand-I,Not Sold,TRUE,2021-04-26,,
Car No-878,Brand-I,Not Sold,TRUE,2021-04-29,,
Car No-879,Brand-I,Not Sold,TRUE,2021-05-10,,
Car No-880,Brand-I,Not Sold,TRUE,2021-05-10,,
Car No-881,Brand-B,Not Sold,TRUE,2021-05-18,,
Car No-882,Brand-B,Not Sold,TRUE,2021-05-26,,
Car No-883,Brand-I,Not Sold,FALSE,,,
Car No-884,Brand-D,Not Sold,TRUE,2021-06-09,,
Car No-885,Brand-J,Not Sold,TRUE,2021-06-16,,
Car No-886,Brand-C,Not Sold,FALSE,,,
Car No-887,Brand-B,Sold,TRUE,2020-08-11,2021-03-18,219
Car No-888,Brand-B,Not Sold,FALSE,,,
Car No-889,Brand-B,Sold,TRUE,2020-08-13,2020-09-08,26
Car No-890,Brand-I,Not Sold,FALSE,,,
Car No-891,Brand-J,Sold,TRUE,2020-09-03,2021-04-29,238
Car No-892,Brand-C,Sold,TRUE,2020-09-17,2021-02-26,162
Car No-893,Brand-J,Sold,TRUE,2020-09-30,2020-12-09,70
Car No-894,Brand-D,Sold,TRUE,2020-10-12,2021-04-14,184
Car No-895,Brand-K,Sold,TRUE,2020-10-21,2020-11-25,35
Car No-896,Brand-I,Sold,TRUE,2020-11-20,2021-02-23,95
Car No-897,Brand-I,Sold,TRUE,2020-12-02,2021-05-08,157
Car No-898,Brand-D,Sold,TRUE,2020-12-12,2021-03-27,105
Car No-899,Brand-I,Sold,TRUE,2020-12-28,2021-01-08,11
Car No-900,Brand-B,Sold,TRUE,2021-01-11,2021-03-21,69
Car No-901,Brand-D,Sold,TRUE,2021-02-01,2021-04-02,60
Car No-902,Brand-I,Not Sold,TRUE,2021-02-21,,
Car No-903,Brand-C,Sold,TRUE,2021-02-28,2021-03-20,20
Car No-904,Brand-C,Not Sold,TRUE,2021-03-06,,
Car No-905,Brand-B,Sold,TRUE,2021-03-11,2021-04-30,50
Car No-906,Brand-B,Not Sold,TRUE,2021-03-16,,
Car No-907,Brand-C,Not Sold,TRUE,2021-03-20,,
Car No-908,Brand-C,Not Sold,TRUE,2021-03-25,,
Car No-909,Brand-I,Sold,TRUE,2021-03-30,2021-04-12,13
Car No-910,Brand-B,Not Sold,TRUE,2021-04-02,,
Car No-911,Brand-B,Sold,TRUE,2021-04-07,2021-04-28,21
Car No-912,Brand-B,Not Sold,TRUE,2021-04-10,,
Car No-913,Brand-D,Not Sold,TRUE,2021-04-15,,
Car No-914,Brand-D,Not Sold,TRUE,2021-04-21,,
Car No-915,Brand-I,Sold,TRUE,2021-04-26,2021-05-19,23
Car No-916,Brand-I,Not Sold,TRUE,2021-05-08,,
Car No-917,Brand-C,Not Sold,TRUE,2021-05-05,,
Car No-918,Brand-D,Not Sold,TRUE,2021-05-10,,
Car No-919,Brand-C,Not Sold,TRUE,2021-05-23,,
Car No-920,Brand-K,Not Sold,TRUE,2021-05-21,,
Car No-921,Brand-K,Not Sold,TRUE,2021-05-26,,
Car No-922,Brand-I,Not Sold,TRUE,2021-05-31,,
Car No-923,Brand-A,Not Sold,FALSE,,,
Car No-924,Brand-I,Not Sold,FALSE,,,
Car No-925,Brand-L,Sold,TRUE,2020-08-11,2020-09-30,50
Car No-926,Brand-B,Not Sold,FALSE,,,
Car No-927,Brand-K,Sold,TRUE,2020-08-13,2020-09-10,28
Car No-928,Brand-K,Not Sold,FALSE,,,
Car No-929,Brand-K,Sold,TRUE,2020-08-21,2020-09-23,33
Car No-930,Brand-B,Sold,TRUE,2020-09-08,2020-12-12,95
Car No-931,Brand-L,Sold,TRUE,2020-10-01,2020-10-20,19
Car No-932,Brand-B,Sold,TRUE,2020-10-12,2020-11-24,43
Car No-933,Brand-B,Sold,TRUE,2020-10-21,2020-11-30,40
Car No-934,Brand-I,Sold,TRUE,2020-11-20,2020-12-31,41
Car No-935,Brand-C,Not Sold,TRUE,2020-12-02,,
Car No-936,Brand-B,Sold,TRUE,2020-12-15,2021-04-03,109
Car No-937,Brand-C,Sold,TRUE,2020-12-30,2021-05-12,133
Car No-938,Brand-B,Sold,TRUE,2021-01-12,2021-04-23,101
Car No-939,Brand-L,Sold,TRUE,2021-02-01,2021-04-26,84
Car No-940,Brand-B,Sold,TRUE,2021-02-22,2021-03-26,32
Car No-941,Brand-C,Not Sold,TRUE,2021-02-28,,
Car No-942,Brand-B,Sold,TRUE,2021-03-06,2021-03-20,14
Car No-943,Brand-M,Sold,TRUE,2021-03-11,2021-04-17,37
Car No-944,Brand-B,Sold,TRUE,2021-03-16,2021-05-08,53
Car No-945,Brand-K,Sold,TRUE,2021-03-20,2021-04-30,41
Car No-946,Brand-C,Not Sold,TRUE,2021-03-25,,
Car No-947,Brand-C,Not Sold,TRUE,2021-03-30,,
Car No-948,Brand-B,Not Sold,TRUE,2021-04-02,,
Car No-949,Brand-B,Sold,TRUE,2021-04-07,2021-06-18,72
Car No-950,Brand-I,Sold,TRUE,2021-04-13,2021-04-26,13
Car No-951,Brand-L,Not Sold,TRUE,2021-04-15,,
Car No-952,Brand-J,Sold,TRUE,2021-04-21,2021-05-30,39
Car No-953,Brand-C,Not Sold,TRUE,2021-04-26,,
Car No-954,Brand-K,Not Sold,TRUE,2021-05-08,,
Car No-955,Brand-C,Not Sold,TRUE,2021-05-06,,
Car No-956,Brand-I,Not Sold,TRUE,2021-05-10,,
Car No-957,Brand-B,Not Sold,TRUE,2021-05-19,,
Car No-958,Brand-K,Not Sold,TRUE,2021-05-24,,
Car No-959,Brand-C,Not Sold,TRUE,2021-05-26,,
Car No-960,Brand-C,Not Sold,TRUE,2021-06-09,,
Car No-961,Brand-C,Not Sold,FALSE,,,
Car No-962,Brand-K,Not Sold,FALSE,,,
Car No-963,Brand-D,Sold,TRUE,2020-08-11,2020-09-02,22
Car No-964,Brand-I,Not Sold,FALSE,,,
Car No-965,Brand-C,Sold,TRUE,2020-08-13,2020-09-25,43
Car No-966,Brand-B,Not Sold,FALSE,,,
Car No-967,Brand-B,Sold,TRUE,2020-09-08,2020-12-08,91
Car No-968,Brand-C,Sold,TRUE,2020-09-09,2021-03-03,175
Car No-969,Brand-D,Sold,TRUE,2020-10-01,2021-03-16,166
Car No-970,Brand-D,Not Sold,TRUE,2020-10-14,,
Car No-971,Brand-C,Sold,TRUE,2020-10-21,2020-12-24,64
Car No-972,Brand-B,Not Sold,TRUE,2020-11-20,,
Car No-973,Brand-C,Sold,TRUE,2020-12-02,2021-01-26,55
Car No-974,Brand-B,Sold,TRUE,2020-12-15,2021-03-31,106
Car No-975,Brand-K,Sold,TRUE,2020-12-28,2021-06-16,170
Car No-976,Brand-Q,Sold,TRUE,2021-01-12,2021-05-26,134
Car No-977,Brand-D,Sold,TRUE,2021-02-02,2021-02-26,24
Car No-978,Brand-D,Not Sold,TRUE,2021-02-22,,
Car No-979,Brand-B,Not Sold,TRUE,2021-02-28,,
Car No-980,Brand-B,Not Sold,TRUE,2021-03-06,,
Car No-981,Brand-M,Not Sold,TRUE,2021-03-11,,
Car No-982,Brand-B,Sold,TRUE,2021-03-16,2021-05-19,64
Car No-983,Brand-D,Not Sold,TRUE,2021-03-20,,
Car No-984,Brand-B,Not Sold,TRUE,2021-03-25,,
Car No-985,Brand-B,Not Sold,TRUE,2021-03-30,,
Car No-986,Brand-K,Not Sold,TRUE,2021-04-03,,
Car No-987,Brand-I,Sold,TRUE,2021-04-07,2021-04-30,23
Car No-988,Brand-J,Sold,TRUE,2021-04-12,2021-05-22,40
Car No-989,Brand-C,Not Sold,TRUE,2021-04-17,,
Car No-990,Brand-C,Not Sold,TRUE,2021-04-23,,
Car No-991,Brand-D,Not Sold,TRUE,2021-04-27,,
Car No-992,Brand-J,Not Sold,TRUE,2021-05-03,,
Car No-993,Brand-I,Sold,TRUE,2021-05-04,2021-05-22,18
Car No-994,Brand-C,Not Sold,TRUE,2021-05-10,,
Car No-995,Brand-B,Not Sold,TRUE,2021-05-19,,
Car No-996,Brand-I,Not Sold,TRUE,2021-05-23,,
Car No-997,Brand-K,Not Sold,FALSE,,,
Car No-998,Brand-F,Not Sold,TRUE,2021-06-01,,
Car No-999,Brand-D,Not Sold,FALSE,,,
Car No-1000,Brand-I,Not Sold,FALSE,,,
Car No-1001,Brand-C,Sold,TRUE,2020-08-11,2020-11-25,106
Car No-1002,Brand-J,Not Sold,FALSE,,,
